,open,close,high,low,total_turnover,volume,limit_up,limit_down
2005-05-10,0.9839,0.9917,1.0034,0.9489,5235941.62,5244877.0,1.0812,0.8867
2005-05-11,0.9917,1.0073,1.0345,0.9762,7103425.08,6900121.0,1.0928,0.8945
2005-05-12,0.9956,0.9645,1.0112,0.9606,4552785.86,4544100.0,1.1084,0.9062
2005-05-13,0.9606,0.9801,0.9956,0.9567,4122701.35,4139022.0,1.0617,0.8673
2005-05-16,0.9723,0.9801,0.9839,0.9451,3104741.7,3157916.0,1.0773,0.8828
2005-05-17,0.9762,1.0112,1.0306,0.9684,6779470.61,6630993.0,1.0773,0.8828
2005-05-18,0.9995,1.0345,1.0384,0.9956,8603179.47,8253889.0,1.1123,0.9101
2005-05-19,1.0345,1.0189,1.0501,1.0073,5009625.47,4814709.0,1.1395,0.9295
2005-05-20,1.0151,0.9956,1.0306,0.9917,4297156.96,4143847.0,1.1201,0.9178
2005-05-23,0.9878,0.9723,0.9917,0.9645,2935710.87,2951866.0,1.0967,0.8945
2005-05-24,0.9684,0.9956,0.9995,0.9645,2386536.31,2366383.0,1.0695,0.875
2005-05-25,0.9995,1.0151,1.0306,0.9839,5126803.87,4965133.0,1.0967,0.8945
2005-05-26,1.0073,0.9839,1.0151,0.9801,2940431.88,2889911.0,1.1162,0.9139
2005-05-27,0.9762,0.9801,0.9995,0.9723,2205706.1,2191552.0,1.0812,0.8867
2005-05-30,0.9762,0.9917,0.9956,0.9723,2186727.03,2176164.0,1.0773,0.8828
2005-05-31,0.9878,0.9917,1.0073,0.9839,1889579.0,1861317.0,1.0928,0.8945
2005-06-01,0.9917,0.9762,0.9917,0.9723,2214785.49,2219718.0,1.0928,0.8945
2005-06-02,0.9762,0.9723,0.9801,0.9567,2555910.46,2585374.0,1.0734,0.8789
2005-06-03,0.9645,0.9528,0.9762,0.9489,2684772.14,2740348.0,1.0695,0.875
2005-06-06,0.9528,0.9801,0.9801,0.9528,2628569.51,2669554.0,1.0501,0.8595
2005-06-07,0.9839,0.9917,1.0112,0.9801,6041502.14,5943001.0,1.0773,0.8828
2005-06-08,0.9995,1.0539,1.0656,0.9878,18076135.81,17155007.0,1.0928,0.8945
2005-06-09,1.0539,1.0423,1.0889,1.0228,17549018.12,16402876.0,1.159,0.9489
2005-06-10,1.0501,1.0306,1.0773,1.0228,10610593.73,9943694.0,1.1473,0.9373
2005-06-13,1.0228,1.0306,1.0539,1.0112,5272789.15,5028149.0,1.1356,0.9295
2005-06-14,1.0267,1.0073,1.0384,1.0034,5447868.38,5234072.0,1.1356,0.9295
2005-06-15,0.9995,0.9684,1.0034,0.9528,5673509.92,5687063.0,1.1084,0.9062
2005-06-16,0.9723,0.9762,0.9839,0.9645,4154720.99,4178099.0,1.0656,0.8712
2005-06-17,0.9762,0.9723,0.9878,0.9567,4310362.81,4369320.0,1.0734,0.8789
2005-06-20,0.9801,0.9956,0.9956,0.9528,6739295.19,6741592.0,1.0695,0.875
2005-06-21,0.9878,0.9917,0.9956,0.9723,3768271.48,3746167.0,1.0967,0.8945
2005-06-22,0.9995,1.0189,1.0228,0.9917,12378795.42,11955825.0,1.0928,0.8945
2005-06-23,1.0189,0.9956,1.0228,0.9917,4975150.95,4826267.0,1.1201,0.9178
2005-06-24,0.9762,0.9917,0.9995,0.9762,2894378.86,2865272.0,1.0967,0.8945
2005-06-27,0.9995,1.0112,1.0228,0.9956,6850133.72,6635131.0,1.0928,0.8945
2005-06-28,1.0073,0.9839,1.0073,0.9801,2673092.43,2644669.0,1.1123,0.9101
2005-06-29,0.9956,0.9839,1.0034,0.9801,2294339.12,2274309.0,1.0812,0.8867
2005-06-30,0.9839,0.9839,0.9839,0.9839,0.0,0.0,,
2005-07-01,0.9567,0.8867,0.9567,0.8867,9558332.64,10397221.0,1.0812,0.8867
2005-07-04,0.875,0.7973,0.875,0.7973,6766342.38,8264687.0,0.9762,0.7973
2005-07-05,0.7817,0.7856,0.7973,0.7584,6664006.62,8375648.0,0.8789,0.7195
2005-07-06,0.7739,0.7973,0.7973,0.7739,5139104.42,6421145.0,0.8634,0.7078
2005-07-07,0.805,0.8245,0.8362,0.8012,10618906.61,12617345.0,0.8789,0.7195
2005-07-08,0.8245,0.7856,0.8245,0.7778,4596403.05,5678987.0,0.9062,0.7428
2005-07-11,0.7778,0.7778,0.8206,0.7739,3460237.9,4261282.0,0.8634,0.7078
2005-07-12,0.7778,0.7973,0.8012,0.77,5165035.88,6413407.0,0.8556,0.7
2005-07-13,0.7973,0.805,0.8167,0.7817,5708700.88,6997299.0,0.8789,0.7195
2005-07-14,0.7973,0.7895,0.805,0.7856,3529593.02,4350029.0,0.8867,0.7234
2005-07-15,0.7973,0.7895,0.8089,0.7856,3616366.34,4460024.0,0.8673,0.7117
2005-07-18,0.7934,0.7117,0.8012,0.7117,8170587.7,10971689.0,0.8673,0.7117
2005-07-19,0.7,0.7584,0.7623,0.6689,14278929.03,19390065.0,0.7817,0.6417
2005-07-20,0.7389,0.7584,0.7856,0.7234,15117259.44,19604272.0,0.8362,0.6845
2005-07-21,0.7428,0.7428,0.7584,0.7273,6526282.27,8647367.0,0.8362,0.6845
2005-07-22,0.7584,0.7817,0.8128,0.7506,19842569.54,24810543.0,0.8167,0.6689
2005-07-25,0.7778,0.7895,0.805,0.77,9748803.61,12084382.0,0.8595,0.7039
2005-07-26,0.7973,0.8167,0.8323,0.7856,16390560.01,19872177.0,0.8673,0.7117
2005-07-27,0.8167,0.8245,0.8284,0.7973,13055083.49,15700725.0,0.8984,0.735
2005-07-28,0.8206,0.8323,0.8517,0.8089,19388866.09,22865525.0,0.9062,0.7428
2005-07-29,0.8245,0.8089,0.8245,0.8012,8712286.59,10486835.0,0.9139,0.7506
2005-08-01,0.8089,0.8167,0.8323,0.8012,7237486.23,8688370.0,0.8906,0.7273
2005-08-02,0.8167,0.8323,0.8362,0.8089,9887894.23,11723175.0,0.8984,0.735
2005-08-03,0.8478,0.9139,0.9139,0.84,27214604.99,29742294.0,0.9139,0.7506
2005-08-04,0.9334,0.8828,0.9334,0.8673,33351098.78,36339292.0,1.0073,0.8245
2005-08-05,0.8867,0.9101,0.9139,0.8789,24679217.44,26971858.0,0.9723,0.7934
2005-08-08,0.9101,0.9062,0.9178,0.8867,21980520.73,23829786.0,0.9995,0.8206
2005-08-09,0.9062,0.9451,0.9489,0.8789,28059952.51,29920152.0,0.9956,0.8167
2005-08-10,0.9528,0.9606,0.9684,0.9295,33803058.76,34772132.0,1.0384,0.8517
2005-08-11,0.9606,0.9567,0.9606,0.9412,16543969.4,17027714.0,1.0578,0.8634
2005-08-12,0.9567,0.9217,1.0034,0.9178,29661365.21,30039921.0,1.0539,0.8595
2005-08-15,0.9217,0.9451,0.9528,0.9062,14747292.85,15634589.0,1.0151,0.8284
2005-08-16,0.9451,0.9217,0.9528,0.9101,12094662.84,12789590.0,1.0384,0.8517
2005-08-17,0.9139,0.9451,0.9567,0.8789,24418506.52,25782524.0,1.0151,0.8284
2005-08-18,0.9451,0.9217,1.0306,0.9178,47484805.99,47350345.0,1.0384,0.8517
2005-08-19,0.9178,0.9217,0.9451,0.8906,16923895.96,18194272.0,1.0151,0.8284
2005-08-22,0.9217,0.9373,0.9489,0.8984,10186462.21,10799162.0,1.0151,0.8284
2005-08-23,0.9334,0.9256,0.9412,0.9062,8483453.55,8994090.0,1.0306,0.8439
2005-08-24,0.9373,0.9606,0.9645,0.9373,23658776.23,24206443.0,1.0189,0.8323
2005-08-25,0.9606,0.9645,0.9839,0.9451,12395389.48,12620681.0,1.0578,0.8634
2005-08-26,0.9684,0.9606,0.9684,0.9373,10252713.46,10556078.0,1.0617,0.8673
2005-08-29,0.9606,0.9295,0.9606,0.9217,10766627.08,11266357.0,1.0578,0.8634
2005-08-30,0.9178,0.9062,0.9217,0.9062,8267633.58,8864196.0,1.0228,0.8362
2005-08-31,0.9062,0.9956,0.9956,0.9062,36915873.64,37124714.0,0.9956,0.8167
2005-09-01,1.0112,1.0267,1.0423,0.9917,74154595.34,70953583.0,1.0967,0.8945
2005-09-02,1.0112,1.0112,1.0306,0.9878,30959070.67,30092261.0,1.1278,0.9256
2005-09-05,1.0112,1.0578,1.0889,1.0034,43602357.46,40686652.0,1.1123,0.9101
2005-09-06,1.0501,1.0851,1.1551,1.0423,72917869.66,65269922.0,1.1628,0.9528
2005-09-07,1.0734,1.1084,1.1395,1.0617,52345760.68,46174578.0,1.194,0.9762
2005-09-08,1.1045,1.0773,1.1123,1.0695,32020062.4,28897707.0,1.2212,0.9995
2005-09-09,1.0773,1.0889,1.1084,1.0656,20511317.72,18532389.0,1.1862,0.9684
2005-09-12,1.0967,1.1045,1.1356,1.0889,23484927.27,20727821.0,1.1978,0.9801
2005-09-13,1.1045,1.1123,1.1201,1.0851,24489687.8,21770694.0,1.2134,0.9956
2005-09-14,1.1162,1.1084,1.124,1.0967,22556460.2,19941518.0,1.2251,0.9995
2005-09-15,1.1084,1.0851,1.1084,1.0773,20536926.95,18482504.0,1.2212,0.9995
2005-09-16,1.0851,1.0967,1.1123,1.0734,16245093.54,14548189.0,1.194,0.9762
2005-09-19,1.1006,1.1006,1.1045,1.0812,16277875.92,14570378.0,1.2056,0.9878
2005-09-20,1.1006,1.0812,1.1006,1.0695,17881512.57,16239562.0,1.2095,0.9917
2005-09-21,1.0773,1.0384,1.0812,1.0345,17526975.21,16313119.0,1.1901,0.9723
2005-09-22,1.0345,0.9762,1.0345,0.9334,21866735.04,21725541.0,1.1434,0.9334
2005-09-23,0.9723,0.9606,0.9839,0.9528,9534105.15,9638994.0,1.0734,0.8789
2005-09-26,0.9528,0.9723,0.9762,0.9528,5636107.23,5701166.0,1.0578,0.8634
2005-09-27,0.9762,0.9256,0.9801,0.9178,9205018.82,9564300.0,1.0695,0.875
2005-09-28,0.9256,0.9256,0.9451,0.9101,8012954.53,8443921.0,1.0189,0.8323
2005-09-29,0.9217,0.9567,0.9645,0.9217,10594814.1,10964940.0,1.0189,0.8323
2005-09-30,0.9567,0.9373,0.9567,0.9373,5267432.36,5462441.0,1.0539,0.8595
2005-10-10,0.9528,0.9101,0.9528,0.9101,4709206.64,4986045.0,1.0306,0.8439
2005-10-11,0.9101,0.9489,0.9528,0.8906,6955272.75,7405575.0,0.9995,0.8206
2005-10-12,0.9567,0.9684,0.9762,0.9412,14030281.66,14223234.0,1.0423,0.8556
2005-10-13,0.9723,0.9451,0.9723,0.9373,5659660.71,5830363.0,1.0656,0.8712
2005-10-14,0.9451,0.9295,0.9528,0.9256,4523200.56,4737635.0,1.0384,0.8517
2005-10-17,0.9217,0.9373,0.9489,0.9217,5643852.93,5901404.0,1.0228,0.8362
2005-10-18,0.9334,0.9606,0.9645,0.9295,6257369.92,6472152.0,1.0306,0.8439
2005-10-19,0.9606,0.9373,0.9606,0.9334,5658430.59,5846425.0,1.0578,0.8634
2005-10-20,0.9334,0.9256,0.9373,0.9139,5464006.34,5802315.0,1.0306,0.8439
2005-10-21,0.9256,0.9412,0.9489,0.9256,5950427.44,6189832.0,1.0189,0.8323
2005-10-24,0.9373,0.9412,0.9451,0.9256,4227445.49,4437475.0,1.0345,0.8478
2005-10-25,0.9334,0.9178,0.9373,0.9139,5820359.11,6185912.0,1.0345,0.8478
2005-10-26,0.9101,0.8712,0.9139,0.8556,10506450.05,11610313.0,1.0112,0.8245
2005-10-27,0.8634,0.8634,0.8828,0.8478,5971110.83,6759714.0,0.9567,0.7856
2005-10-28,0.8673,0.8323,0.875,0.8167,6655341.09,7750498.0,0.9489,0.7778
2005-10-31,0.8323,0.8439,0.8478,0.8284,4624952.07,5395618.0,0.9139,0.7506
2005-11-01,0.8439,0.8362,0.8439,0.8284,3005444.41,3528527.0,0.9295,0.7584
2005-11-02,0.84,0.8634,0.8673,0.8362,6004340.31,6850721.0,0.9217,0.7545
2005-11-03,0.8634,0.8478,0.875,0.8478,3420382.19,3908088.0,0.9489,0.7778
2005-11-04,0.8362,0.8556,0.8595,0.8362,3221056.24,3703265.0,0.9334,0.7623
2005-11-07,0.8556,0.8673,0.8673,0.8439,3848462.29,4400956.0,0.9412,0.77
2005-11-08,0.8673,0.9101,0.9295,0.8556,14594974.49,15966116.0,0.9528,0.7817
2005-11-09,0.9023,0.9178,0.9528,0.8906,17359337.72,18491310.0,0.9995,0.8206
2005-11-10,0.9139,0.8673,0.9139,0.8556,8528822.81,9413350.0,1.0112,0.8245
2005-11-11,0.8556,0.8789,0.8906,0.8478,4374130.01,4875378.0,0.9528,0.7817
2005-11-14,0.8789,0.8828,0.8945,0.8634,2855116.78,3172263.0,0.9684,0.7895
2005-11-15,0.8906,0.8673,0.8906,0.8634,3689001.49,4120266.0,0.9723,0.7934
2005-11-16,0.8673,0.8828,0.8828,0.8556,3361900.9,3781759.0,0.9528,0.7817
2005-11-17,0.8828,0.8867,0.8906,0.8712,3297133.57,3651064.0,0.9723,0.7934
2005-11-18,0.8867,0.9334,0.9334,0.8828,18385398.99,19643060.0,0.9762,0.7973
2005-11-21,1.0267,0.9801,1.0267,0.9723,69871308.85,68211809.0,1.0267,0.84
2005-11-22,0.9723,0.9451,0.9762,0.9412,16656943.89,17099117.0,1.0773,0.8828
2005-11-23,0.9412,0.9489,0.9606,0.9334,9904099.36,10191459.0,1.0384,0.8517
2005-11-24,0.9451,0.9412,0.9606,0.9373,7082994.96,7317699.0,1.0423,0.8556
2005-11-25,0.9334,0.9256,0.9412,0.9178,8907276.18,9405556.0,1.0345,0.8478
2005-11-28,0.9256,0.9295,0.9451,0.9178,4772853.02,5029178.0,1.0189,0.8323
2005-11-29,0.9217,0.9062,0.9295,0.8984,6538959.86,7041183.0,1.0228,0.8362
2005-11-30,0.9023,0.9139,0.9139,0.8906,4964908.9,5383967.0,0.9956,0.8167
2005-12-01,0.9139,0.9256,0.9412,0.8984,7939118.2,8424271.0,1.0073,0.8245
2005-12-02,0.9217,0.8945,0.9217,0.8906,5595743.27,6065049.0,1.0189,0.8323
2005-12-05,0.8828,0.8634,0.8906,0.8556,6196013.62,6951731.0,0.9839,0.805
2005-12-06,0.8595,0.875,0.8867,0.84,5508692.14,6174142.0,0.9489,0.7778
2005-12-07,0.875,0.8867,0.8867,0.8634,3142731.4,3497150.0,0.9645,0.7895
2005-12-08,0.8867,0.8789,0.8945,0.875,3218894.96,3579023.0,0.9762,0.7973
2005-12-09,0.8789,0.8984,0.9101,0.8712,8867902.93,9646165.0,0.9684,0.7895
2005-12-12,0.8984,0.8984,0.8984,0.8984,0.0,0.0,,
2005-12-13,0.8984,0.8984,0.8984,0.8984,0.0,0.0,,
2005-12-14,0.8984,0.8984,0.8984,0.8984,0.0,0.0,,
2005-12-15,0.8984,0.8984,0.8984,0.8984,0.0,0.0,,
2005-12-16,0.8984,0.8984,0.8984,0.8984,0.0,0.0,,
2005-12-19,0.8984,0.8984,0.8984,0.8984,0.0,0.0,,
2005-12-20,0.8984,0.8984,0.8984,0.8984,0.0,0.0,,
2005-12-21,0.8984,0.8984,0.8984,0.8984,0.0,0.0,,
2005-12-22,0.8984,0.8984,0.8984,0.8984,0.0,0.0,,
2005-12-23,0.8984,0.8984,0.8984,0.8984,0.0,0.0,,
2005-12-26,0.8984,0.8984,0.8984,0.8984,0.0,0.0,,
2005-12-27,0.8984,0.8984,0.8984,0.8984,0.0,0.0,,
2005-12-28,0.8984,0.8984,0.8984,0.8984,0.0,0.0,,
2005-12-29,0.8984,0.8984,0.8984,0.8984,0.0,0.0,,
2005-12-30,0.8984,0.8984,0.8984,0.8984,0.0,0.0,,
2006-01-04,0.8984,0.8984,0.8984,0.8984,0.0,0.0,,
2006-01-05,0.8984,0.8984,0.8984,0.8984,0.0,0.0,,
2006-01-06,0.8984,0.8984,0.8984,0.8984,0.0,0.0,,
2006-01-09,0.8984,0.8984,0.8984,0.8984,0.0,0.0,,
2006-01-10,0.8984,0.8984,0.8984,0.8984,0.0,0.0,,
2006-01-11,0.8984,0.8984,0.8984,0.8984,0.0,0.0,,
2006-01-12,0.8984,0.8984,0.8984,0.8984,0.0,0.0,,
2006-01-13,0.8984,0.8984,0.8984,0.8984,0.0,0.0,,
2006-01-16,0.8984,0.8984,0.8984,0.8984,0.0,0.0,,
2006-01-17,0.8984,0.8984,0.8984,0.8984,0.0,0.0,,
2006-01-18,0.8984,0.8984,0.8984,0.8984,0.0,0.0,,
2006-01-19,0.8984,0.8984,0.8984,0.8984,0.0,0.0,,
2006-01-20,0.8984,0.8984,0.8984,0.8984,0.0,0.0,,
2006-01-23,0.8984,0.8984,0.8984,0.8984,0.0,0.0,,
2006-01-24,0.8984,0.8984,0.8984,0.8984,0.0,0.0,,
2006-01-25,0.9878,0.9878,0.9878,0.9528,48052604.44,47920668.0,0.9878,0.8089
2006-02-06,0.9801,1.0073,1.0151,0.9645,27036536.72,26616856.0,1.0851,0.8906
2006-02-07,1.0112,0.9801,1.0112,0.9723,18533856.15,18417182.0,1.1084,0.9062
2006-02-08,0.9801,0.9839,0.9839,0.9645,11277653.67,11353991.0,1.0773,0.8828
2006-02-09,0.9839,0.9956,1.0267,0.9762,19353867.29,18966635.0,1.0812,0.8867
2006-02-10,0.9956,1.0151,1.0151,0.9801,22166430.74,21660269.0,1.0967,0.8945
2006-02-13,1.0267,1.0423,1.0501,1.0189,43507841.57,41220950.0,1.1162,0.9139
2006-02-14,1.0423,1.0384,1.0462,1.0189,14665072.78,13903534.0,1.1473,0.9373
2006-02-15,1.0384,1.0345,1.0656,1.0306,20952772.27,19582273.0,1.1434,0.9334
2006-02-16,1.0306,0.9956,1.0501,0.9917,16326362.24,15707249.0,1.1395,0.9295
2006-02-17,0.9956,1.0462,1.0695,0.9878,34267809.08,32190928.0,1.0967,0.8945
2006-02-20,1.0423,1.0617,1.0812,1.0384,30846930.52,28395730.0,1.1512,0.9412
2006-02-21,1.0617,1.0812,1.1278,1.0617,57261134.74,51371164.0,1.1667,0.9567
2006-02-22,1.0812,1.0851,1.0967,1.0539,27057538.24,24528502.0,1.1901,0.9723
2006-02-23,1.0928,1.1395,1.1434,1.0889,53858809.58,47352291.0,1.194,0.9762
2006-02-24,1.1356,1.1551,1.1667,1.1162,48546347.98,41338972.0,1.2523,1.0267
2006-02-27,1.1551,1.1278,1.1551,1.1201,29193779.87,25212889.0,1.2717,1.0384
2006-02-28,1.124,1.1201,1.1278,1.0889,23114887.04,20534608.0,1.2406,1.0151
2006-03-01,1.1201,1.1278,1.1434,1.1045,17018823.75,14834314.0,1.2328,1.0073
2006-03-02,1.1201,1.0695,1.1278,1.0578,24401941.98,21869529.0,1.2406,1.0151
2006-03-03,1.0656,1.0773,1.0851,1.0501,16403485.69,15063946.0,1.1784,0.9645
2006-03-06,1.0773,1.0578,1.0812,1.0578,7511861.39,6913580.0,1.1862,0.9684
2006-03-07,1.0501,1.0151,1.0578,1.0112,15496397.72,14779715.0,1.1628,0.9528
2006-03-08,1.0112,1.0306,1.0306,0.9956,11380510.68,11016630.0,1.1162,0.9139
2006-03-09,1.0306,1.0151,1.0306,1.0112,5386619.6,5177583.0,1.1356,0.9295
2006-03-10,1.0034,1.0189,1.0306,1.0034,4941591.61,4740392.0,1.1162,0.9139
2006-03-13,1.0228,1.0501,1.0617,1.0189,9476283.76,8901953.0,1.1201,0.9178
2006-03-14,1.0501,1.0345,1.0578,1.0189,6658463.29,6294501.0,1.1551,0.9451
2006-03-15,1.0384,1.0539,1.0695,1.0306,8788849.97,8165019.0,1.1395,0.9295
2006-03-16,1.0773,1.0695,1.0773,1.0539,10224469.47,9406778.0,1.159,0.9489
2006-03-17,1.0773,1.0578,1.0773,1.0539,9781123.58,9028589.0,1.1784,0.9645
2006-03-20,1.0734,1.1084,1.1201,1.0539,25239826.77,22599270.0,1.1628,0.9528
2006-03-21,1.1278,1.124,1.1628,1.1201,69261146.15,59366788.0,1.2212,0.9995
2006-03-22,1.1201,1.1278,1.1395,1.1006,22331586.3,19472860.0,1.2367,1.0112
2006-03-23,1.1317,1.1201,1.1317,1.1045,18329905.01,16104660.0,1.2406,1.0151
2006-03-24,1.1201,1.1123,1.1395,1.0967,18017008.11,15820245.0,1.2328,1.0073
