,open,close,high,low,total_turnover,volume
2008/4/7,7.5074,7.7743,7.865,7.4063,759409717.6,91929539
2008/4/8,7.8002,7.6888,7.8002,7.4944,595111332.3,72495907
2008/4/9,7.5437,7.186,7.6188,7.1653,751083795.2,94578982
2008/4/10,7.186,7.269,7.3078,7.0098,500369733.2,64954235
2008/4/11,7.4115,7.3856,7.4841,7.2586,346391233.1,43951441
2008/4/14,7.2042,6.647,7.256,6.647,586425888.7,79942126
2008/4/15,6.6082,6.6341,6.6496,6.305,417869370.9,60504466
2008/4/16,6.5745,6.4397,6.6937,6.4371,382049502.6,54358207
2008/4/17,6.3879,6.0043,6.6341,5.9033,599452189.2,90293494
2008/4/18,5.9033,5.924,6.095,5.7037,358581266.9,56583933
2008/4/21,6.4268,5.8074,6.4268,5.7659,658192738.9,101361116
2008/4/22,5.753,6.1028,6.1676,5.5716,544237526.5,86107351
2008/4/23,6.064,6.476,6.5097,6.0173,601125238.8,88159954
2008/4/24,7.1135,7.1238,7.1238,6.8932,1348041194,177751856
2008/4/25,7.1524,7.2431,7.4996,7.002,1099907099,140855574
2008/4/28,7.1031,7.2171,7.2949,7.0228,556851981.5,72139118
2008/4/29,7.1783,7.2431,7.3286,7.1213,422900020.3,54205158
2008/4/30,7.256,7.6758,7.7691,7.256,902970515.6,110975639
2008/5/5,7.7225,7.6758,7.8132,7.5022,699203052.8,85292893
2008/5/6,7.5411,7.44,7.6059,7.3882,550140868.2,68492610
2008/5/7,7.4089,6.9684,7.5307,6.9658,840335456.7,108619683
2008/5/8,6.8673,7.1394,7.1446,6.7144,481840839.6,64508607
2008/5/9,7.1498,6.761,7.2171,6.6807,853456154.8,116173712
2008/5/12,6.6341,6.958,7.0876,6.5045,568819304.4,78472744
2008/5/13,6.7377,6.7766,6.9217,6.7118,502046983.2,68848825
2008/5/14,6.761,7.2275,7.2534,6.7585,604388926.1,79578562
2008/5/15,7.3208,7.0435,7.3804,7.0435,431630236.8,55546679
2008/5/16,7.0435,7.1912,7.256,7.0435,457886465.6,59562861
2008/5/19,7.1264,7.256,7.3001,7.0487,363248633.3,46819530
2008/5/20,7.256,6.7844,7.3545,6.7403,417147705.4,54836892
2008/5/21,6.6885,6.8414,6.9295,6.5822,363837639.6,50619483
2008/5/22,6.7636,6.6496,6.8803,6.6211,384939537.3,53379532
2008/5/23,6.66,6.6082,6.7636,6.4993,296325924.6,41568780
2008/5/26,6.4786,6.4371,6.5408,6.2687,325161401.3,47275172
2008/5/27,6.4475,6.4838,6.5563,6.3879,145988633.7,21006927
2008/5/28,6.4915,6.7818,6.8414,6.4734,325909399.4,45359061
2008/5/29,6.7325,6.4656,6.7636,6.4553,201982007.4,28260251
2008/5/30,6.5356,6.5382,6.6263,6.4578,204994976.1,29233237
2008/6/2,6.5382,6.704,6.7559,6.4371,371610949.7,52561803
2008/6/3,6.6548,6.59,6.7636,6.5382,206197423.8,28912466
2008/6/4,6.5771,6.6315,6.6522,6.3749,242826865.7,34758411
2008/6/5,6.5408,6.533,6.6341,6.4475,198896313.6,28399891
2008/6/6,6.5563,6.4138,6.59,6.3879,190255200.4,27438432
2008/6/10,6.038,5.7737,6.038,5.7737,396986164.7,62996751
2008/6/11,5.6623,5.4938,5.7478,5.4835,410763541.2,68273538
2008/6/12,5.4938,5.4938,5.4938,5.4938,0,0
2008/6/13,5.4679,5.4887,5.5457,5.3513,300625998.1,51364612
2008/6/16,5.5068,5.5923,5.7271,5.4109,228695984.5,38197085
2008/6/17,5.5586,5.4938,5.6701,5.4161,238013317.9,40178399
2008/6/18,5.4446,5.7219,5.7737,5.3513,385958299.3,64020369
2008/6/19,5.6934,5.2347,5.74,5.1932,327375904.2,55203001
2008/6/20,5.1751,5.442,5.74,5.1569,423584479.1,71557893
2008/6/23,5.4887,5.5586,5.6726,5.442,274218141.4,45912063
2008/6/24,5.4161,5.5845,5.683,5.3643,371483322.2,62379588
2008/6/25,5.4964,5.6752,5.7478,5.4031,735661455.6,122198995
2008/6/26,5.6079,5.5975,5.7789,5.5223,563796632.9,93043818
2008/6/27,5.4031,5.0377,5.4031,5.0377,903065846.5,163897836
2008/6/30,4.9315,5.0092,5.1051,4.9289,361839838.4,67388258
2008/7/1,5.0118,4.8589,5.0481,4.7708,413741740.1,78976171
2008/7/2,4.833,4.846,4.9134,4.7864,195999224.1,37713455
2008/7/3,4.7941,4.9134,5.0403,4.605,313262865.4,60414807
2008/7/4,4.9755,4.9315,5.0066,4.9211,278948916,52507806
2008/7/7,4.9626,5.2762,5.2865,4.9522,343651399.5,61797921
2008/7/8,5.3021,5.2295,5.3358,5.1829,245832075,43762830
2008/7/9,5.2865,5.5172,5.639,5.2839,494841942.4,83658146
2008/7/10,5.4161,5.5068,5.6908,5.3798,348748279.2,58455044
2008/7/11,5.5068,5.4161,5.5586,5.3228,196647902.4,33866773
2008/7/14,5.2865,5.4809,5.5327,5.271,194173156.3,33234507
2008/7/15,5.4938,5.144,5.5068,5.1207,304248661.6,54168654
2008/7/16,5.0792,4.8719,5.0792,4.7216,284146412.1,53997608
2008/7/17,4.9885,4.833,5.0118,4.7838,190898877.9,36267150
2008/7/18,4.9496,5.0248,5.0274,4.7967,312376276.8,59032139
2008/7/21,4.9522,5.1544,5.1803,4.9263,254927987.5,46535826
2008/7/22,5.1569,5.1673,5.2502,5.131,130773605.3,23523043
2008/7/23,5.2217,5.1181,5.3124,5.087,173514746.1,31023453
2008/7/24,5.1803,5.3902,5.4057,4.9496,418890808.8,73725522
2008/7/25,5.2891,5.4627,5.5508,5.2476,470310098.5,80336019
2008/7/28,5.5301,5.6493,5.7348,5.5068,595038362.6,97809162
2008/7/29,5.5223,5.5068,5.5845,5.442,224814301.4,38017811
2008/7/30,5.6053,5.5794,5.6493,5.4861,230508690.7,38578807
2008/7/31,5.5353,5.3902,5.5845,5.3902,218859989.6,37081134
2008/8/1,5.3824,5.6701,5.7789,5.3383,304838657.9,50920788
2008/8/4,5.5923,5.5586,5.7297,5.5586,297606906.2,48956457
2008/8/5,5.6234,5.442,5.6986,5.4265,295564703.7,49462198
2008/8/6,5.4964,5.4031,5.5923,5.2736,217979426.3,37263247
2008/8/7,5.3669,5.429,5.4887,5.3124,156494445.7,26925990
2008/8/8,5.4213,5.1829,5.4213,5.1699,189331717.6,33438491
2008/8/11,5.1829,5.0015,5.3591,4.973,197994221.1,35723051
2008/8/12,4.9807,5.0015,5.0792,4.9522,149263464.4,27786340
2008/8/13,4.9859,4.9989,5.0481,4.8408,133439056.6,25305089
2008/8/14,4.9367,4.9989,5.0533,4.8848,61442319.43,11512239
2008/8/15,5.0041,5.0792,5.1544,4.8952,142601762.8,26171786
2008/8/18,5.0818,4.9315,5.1233,4.9237,150178736.3,27822861
2008/8/19,4.9108,4.9885,5.1051,4.846,85448458.6,15931034
2008/8/20,4.9548,5.4031,5.4627,4.9367,357636982.7,63110250
2008/8/21,5.4394,5.2373,5.4394,5.1829,170344984,29944800
2008/8/22,5.2217,5.1569,5.2813,5.0611,127911319.3,23078550
2008/8/25,5.1906,5.2191,5.2995,5.0766,161250529.6,28752489
2008/8/26,5.1544,5.1855,5.2736,5.1051,161453055.3,28952304
2008/8/27,5.1699,5.1725,5.271,5.1129,136582335.1,24412261
2008/8/28,5.1803,5.201,5.3047,5.1414,146549349.7,26114716
2008/8/29,5.2321,5.2347,5.3358,5.1466,309625663.9,55002648
2008/9/1,5.2088,4.9134,5.2088,4.9134,213113047.8,39654696
2008/9/2,4.8952,4.8486,4.9419,4.7941,208084692,39917931
2008/9/3,4.8408,4.7112,4.8589,4.6516,156530589.3,30847514
2008/9/4,4.7086,4.7423,4.789,4.6438,94909185.97,18829580
2008/9/5,4.6438,4.7268,4.7941,4.5765,191459024.3,38190223
2008/9/8,4.8201,4.5817,4.8201,4.535,110649603,22180900
2008/9/9,4.6127,4.5169,4.6361,4.5039,138427969.6,28293839
2008/9/10,4.4987,4.4573,4.5817,4.3769,107032599.2,22358513
2008/9/11,4.4547,4.1722,4.4547,4.1515,154977359.8,33833756
2008/9/12,4.1722,4.1437,4.2448,4.1152,78310531.47,17447336
2008/9/16,4.0685,3.7291,4.0685,3.7291,403052196.9,100219603
2008/9/17,3.6099,3.387,3.6643,3.3559,394824113.8,107140776
2008/9/18,3.2419,3.4466,3.6228,3.2134,374958743.4,104302117
2008/9/19,3.7913,3.7913,3.7913,3.7576,162823429.8,40028203
2008/9/22,4.167,4.1696,4.1696,3.9079,965465798.2,216900663
2008/9/23,3.9908,3.9105,4.1074,3.882,316776915.8,73939602
2008/9/24,3.8094,3.8094,3.8457,3.7239,286085933.2,70334292
2008/9/25,3.8301,3.9675,4.0608,3.8042,375387843.9,88490563
2008/9/26,4.0193,3.8846,4.04,3.7265,376995237.9,90944433
2008/10/6,3.8301,3.6021,3.8301,3.4958,414885325.6,106661843
2008/10/7,3.4596,3.6254,3.7161,3.4207,263179264.5,68609049
2008/10/8,3.4466,3.4207,3.5062,3.3041,395906963.7,107987205
2008/10/9,3.5243,3.3663,3.5321,3.3326,208970239.5,56995215
2008/10/10,3.2134,3.1227,3.2497,3.1045,194138952.8,57096803
2008/10/13,3.1615,3.4362,3.4362,3.1356,662164809.4,183709798
2008/10/14,3.5917,3.4155,3.6487,3.4025,691503092.6,181184229
2008/10/15,3.4155,3.4155,3.4155,3.4155,0,0
2008/10/16,3.2522,3.2108,3.3118,3.1564,323126885.3,92945803
2008/10/17,3.2471,3.3429,3.3429,3.2082,238347949.5,67679510
2008/10/20,3.3118,3.5192,3.5788,3.2652,201089269.7,54638494
2008/10/21,3.5243,3.4414,3.5917,3.4414,204932801.2,54098948
2008/10/22,3.3766,3.4077,3.5243,3.3689,182835542.9,49233159
2008/10/23,3.317,3.2497,3.317,3.0812,438513602.3,128560750
2008/10/24,3.2548,3.1175,3.2808,3.0708,350582204.2,103424601
2008/10/27,3.0294,2.8065,3.032,2.8065,342612510.9,110182505
2008/10/28,2.721,2.9776,3.0449,2.6977,470876532.6,150540505
2008/10/29,3.019,2.8558,3.019,2.8506,319639492,101457908
2008/10/30,2.8506,2.9309,2.9957,2.8247,387916882.6,122930175
2008/10/31,2.9396,2.8281,2.9599,2.8045,208945377.9,67476174
2008/11/3,2.7876,2.8383,2.9227,2.7572,170813004.2,55843776
2008/11/4,2.8078,2.8214,2.8585,2.7031,161018406.3,53989942
2008/11/5,2.8551,2.9903,3.0917,2.845,416404723.9,130670622
2008/11/6,2.872,2.8484,2.9261,2.8247,197855628.6,64590666
2008/11/7,2.7909,2.97,3.0376,2.7741,278272198.3,88181797
2008/11/10,3.0714,3.2606,3.264,3.041,531007194.4,156445838
2008/11/11,3.2201,3.2167,3.3383,3.1761,496466909.2,142387294
2008/11/12,3.166,3.3045,3.3417,3.1525,354006374.7,100835198
2008/11/13,3.2437,3.4735,3.5309,3.2065,646979321.8,179390172
2008/11/14,3.514,3.5884,3.6323,3.4329,718879415.8,190385798
2008/11/17,3.5816,3.7201,3.7337,3.5208,701432849.7,180196965
2008/11/18,3.6762,3.4127,3.835,3.3586,774392926.9,200891784
2008/11/19,3.416,3.7032,3.7269,3.389,575104255.4,150864768
2008/11/20,3.6086,3.5546,3.6897,3.5106,648795018,169023109
2008/11/21,3.4127,3.4566,3.6086,3.3282,558293329,151115140
2008/11/24,3.46,3.3045,3.4633,3.2876,446222066.6,124721969
2008/11/25,3.3856,3.264,3.4093,3.2032,362505938.7,102556687
2008/11/26,3.2707,3.2099,3.2741,3.1423,298018082.8,86721535
2008/11/27,3.4127,3.1964,3.4397,3.193,819263334.7,230599847
2008/11/28,3.1525,3.0376,3.1525,2.9734,445436147.5,136896802
2008/12/1,2.9971,3.0815,3.095,2.9971,287548146.2,88089486
2008/12/2,3.0038,3.0815,3.1018,2.97,307018584.5,94250274
2008/12/3,3.1322,3.2606,3.264,3.1221,818587799.2,238850762
2008/12/4,3.3721,3.3789,3.5309,3.3451,1195770093,324634165
2008/12/5,3.3654,3.4836,3.5005,3.362,686355874.3,185876887
2008/12/8,3.5816,3.6661,3.7066,3.5512,941639799.4,241596137
2008/12/9,3.7168,3.5208,3.7201,3.514,738684830.7,191055961
2008/12/10,3.5275,3.7978,3.8283,3.5275,1107176484,281252230
2008/12/11,3.7235,3.6559,3.8215,3.6492,743099829.9,186651742
2008/12/12,3.5985,3.4566,3.6289,3.4093,509399627.7,135834994
2008/12/15,3.5512,3.4532,3.5782,3.3113,566912610,154549168
2008/12/16,3.3991,3.4296,3.4498,3.2944,402624496.7,111514301
2008/12/17,3.4498,3.3856,3.4735,3.3451,522745220.8,143242209
2008/12/18,3.3856,3.5816,3.5985,3.3383,646179693.7,172342135
2008/12/19,3.5444,3.5579,3.6593,3.5242,585389839.9,152364896
2008/12/22,3.5478,3.4802,3.5748,3.4363,352120675.1,94158601
2008/12/23,3.4836,3.4397,3.585,3.3721,517378325.7,139813774
2008/12/24,3.362,3.4194,3.5039,3.3518,351841932.5,95671737
2008/12/25,3.4701,3.3045,3.4701,3.2674,305689644,84835029
2008/12/26,3.2944,3.2843,3.3417,3.2606,259658876.4,73510887
2008/12/29,3.2437,3.1998,3.2505,3.1086,260911111.4,76842258
2008/12/30,3.1964,3.2099,3.2539,3.1559,310284244.6,90462323
2008/12/31,3.2268,3.1964,3.2437,3.1423,219748174.5,64215867
2009/1/5,3.2336,3.2809,3.291,3.2133,327584247,94231899
2009/1/6,3.3113,3.4802,3.5242,3.2876,644107979.2,175656135
2009/1/7,3.4464,3.3755,3.514,3.3755,622328637.9,169194798
2009/1/8,3.2944,3.2437,3.2978,3.2099,379270679.8,108538434
2009/1/9,3.2437,3.3282,3.3552,3.2437,589480466.8,167120346
2009/1/12,3.3045,3.3316,3.4059,3.2674,409864340.7,114872024
2009/1/13,3.0004,3.1998,3.2539,3.0004,1592403502,478506145
2009/1/14,3.1423,3.4464,3.4633,3.1423,752488585.9,211596979
2009/1/15,3.3822,3.4802,3.5816,3.3687,928498894.5,247453579
2009/1/16,3.4938,3.5884,3.6965,3.4938,710657382.1,183685114
2009/1/19,3.5985,3.7539,3.835,3.5985,1046119948,258877865
2009/1/20,3.7404,3.8384,3.8519,3.7235,532378867.5,130768053
2009/1/21,3.7674,3.9837,4.1222,3.7168,965184744.6,227945584
2009/1/22,3.9871,3.9837,4.0546,3.8519,549913053,129782372
2009/1/23,3.9127,3.933,4.031,3.9127,406089400.6,95582603
2009/2/2,3.9736,3.9398,4.0513,3.8891,386448378.1,91169106
2009/2/3,3.9398,4.0377,4.0749,3.9195,438563931.6,101921665
2009/2/4,4.0614,4.406,4.4432,4.0614,687869144.2,149562312
2009/2/5,4.4162,4.325,4.4601,4.2675,483389218.7,103245503
2009/2/6,4.3317,4.4567,4.5412,4.3317,427737263.6,89772509
2009/2/9,4.5446,4.6459,4.7439,4.5446,652256473.9,131129689
2009/2/10,4.5986,4.6155,4.6628,4.4533,719521484.9,147558935
2009/2/11,4.5547,4.6628,4.8216,4.4128,1112270073,227319951
2009/2/12,4.6865,4.4871,4.6865,4.3554,741834838.4,154816889
2009/2/13,4.4466,4.5986,4.6291,4.3892,689403040.8,141823206
2009/2/16,4.6223,4.8487,4.8656,4.6223,973517929.1,191271549
2009/2/17,4.8487,4.8521,5.092,4.6899,1053926159,201098170
2009/2/18,4.7946,4.7304,5.0311,4.6291,1383613267,270252426
2009/2/19,4.7304,4.5446,4.798,4.3925,861836703.1,175491690
2009/2/20,4.4939,4.6054,4.6223,4.4263,549270135.6,112922710
2009/2/23,4.5547,5.0649,5.0649,4.5311,1001283955,191701727
2009/2/24,5.0649,5.0649,5.0649,5.0649,0,0
2009/2/25,4.8656,5.119,5.3994,4.6696,2090937432,396645416
2009/2/26,4.9973,4.6628,5.146,4.6088,1250457453,240852171
